,band,instrument,mjd,magpsf,sigmamagpsf
399,ZTF_r,P48+ZTF,58385.1863079,99,99
400,ZTF_r,P48+ZTF,58561.417037,99,99
401,ZTF_r,P48+ZTF,58289.2459375,99,99
402,ZTF_r,P48+ZTF,58308.3374769,99,99
403,ZTF_r,P48+ZTF,58217.4254051,99,99
404,ZTF_i,P48+ZTF,58228.505081,99,99
405,ZTF_r,P48+ZTF,58287.2746296,99,99
406,ZTF_g,P48+ZTF,58340.3242708,99,99
407,ZTF_g,P48+ZTF,58269.3142708,99,99
408,ZTF_g,P48+ZTF,58322.1677083,99,99
409,ZTF_g,P48+ZTF,58313.316875,99,99
410,ZTF_r,P48+ZTF,58217.4118287,99,99
411,ZTF_r,P48+ZTF,58328.2941319,99,99
412,ZTF_r,P48+ZTF,58230.4601042,99,99
413,ZTF_r,P48+ZTF,58288.3159144,99,99
414,ZTF_r,P48+ZTF,58272.3333912,99,99
415,ZTF_r,P48+ZTF,58299.3533218,99,99
416,ZTF_g,P48+ZTF,58282.2753356,99,99
417,ZTF_g,P48+ZTF,58255.3767593,99,99
418,ZTF_g,P48+ZTF,58258.3147801,99,99
419,ZTF_g,P48+ZTF,58259.4150347,99,99
420,ZTF_r,P48+ZTF,58281.3168287,99,99
421,ZTF_i,P48+ZTF,58267.2563079,99,99
422,ZTF_g,P48+ZTF,58333.1718519,99,99
423,ZTF_r,P48+ZTF,58286.295,99,99
424,ZTF_r,P48+ZTF,58218.3899769,99,99
425,ZTF_g,P48+ZTF,58234.4792593,99,99
426,ZTF_g,P48+ZTF,58252.4230093,99,99
427,ZTF_g,P48+ZTF,58332.1904861,99,99
428,ZTF_r,P48+ZTF,58226.4202662,99,99
429,ZTF_g,P48+ZTF,58282.3797222,99,99
430,ZTF_r,P48+ZTF,58281.3516435,99,99
431,ZTF_r,P48+ZTF,58216.4031829,99,99
432,ZTF_r,P48+ZTF,58217.5032523,99,99
433,ZTF_g,P48+ZTF,58305.2113426,99,99
434,ZTF_r,P48+ZTF,58226.4789005,99,99
435,ZTF_r,P48+ZTF,58258.4200116,99,99
436,ZTF_g,P48+ZTF,58298.1912384,99,99
437,ZTF_r,P48+ZTF,58232.3816319,99,99
438,ZTF_r,P48+ZTF,58258.3955208,99,99
439,ZTF_g,P48+ZTF,58273.3072454,99,99
440,ZTF_r,P48+ZTF,58279.3847917,99,99
441,ZTF_g,P48+ZTF,58258.3372106,99,99
442,ZTF_r,P48+ZTF,58329.298912,99,99
443,ZTF_r,P48+ZTF,58282.2952662,99,99
444,ZTF_r,P48+ZTF,58331.1687731,99,99
445,ZTF_r,P48+ZTF,58285.3937269,99,99
446,ZTF_r,P48+ZTF,58280.3365162,99,99
447,ZTF_g,P48+ZTF,58306.354213,99,99
448,ZTF_r,P48+ZTF,58232.4009606,99,99
449,ZTF_g,P48+ZTF,58314.3330787,99,99
450,ZTF_g,P48+ZTF,58254.4002315,99,99
451,ZTF_r,P48+ZTF,58343.1643056,99,99
452,ZTF_g,P48+ZTF,58278.3373958,99,99
453,ZTF_r,P48+ZTF,58284.3138889,99,99
454,ZTF_r,P48+ZTF,58288.2909722,99,99
455,ZTF_g,P48+ZTF,58332.2104282,99,99
456,ZTF_r,P48+ZTF,58275.3391435,99,99
457,ZTF_i,P48+ZTF,58272.3579514,99,99
458,ZTF_r,P48+ZTF,58288.2976736,99,99
459,ZTF_g,P48+ZTF,58266.3996065,99,99
460,ZTF_g,P48+ZTF,58274.38125,99,99
461,ZTF_g,P48+ZTF,58299.2123958,99,99
462,ZTF_g,P48+ZTF,58640.3350231,18.4616263455251,0.011696075266319
463,ZTF_i,P48+ZTF,58312.1765394,99,99
464,ZTF_r,P48+ZTF,58577.4565046,99,99
465,ZTF_r,P48+ZTF,58217.4471759,99,99
466,ZTF_r,P48+ZTF,58285.2945718,99,99
467,ZTF_r,P48+ZTF,58285.3281481,99,99
468,ZTF_r,P48+ZTF,58222.4502431,99,99
469,ZTF_r,P48+ZTF,58224.4467824,99,99
470,ZTF_i,P48+ZTF,59093.2382407,19.0616131593262,0.075164992152396
471,ZTF_r,P48+ZTF,58229.398125,99,99
472,ZTF_r,P48+ZTF,58298.3126852,99,99
473,ZTF_r,P48+ZTF,58306.2062963,99,99
474,ZTF_g,P48+ZTF,58313.2325347,99,99
475,ZTF_r,P48+ZTF,58313.2076505,99,99
476,ZTF_r,P48+ZTF,58252.3986921,99,99
477,ZTF_r,P48+ZTF,58316.2315856,99,99
478,ZTF_g,P48+ZTF,58296.2258912,99,99
479,ZTF_g,P48+ZTF,58234.4998727,99,99
480,ZTF_r,P48+ZTF,58226.4192708,99,99
481,ZTF_g,P48+ZTF,58229.4825116,99,99
482,ZTF_g,P48+ZTF,58306.2975926,99,99
483,ZTF_g,P48+ZTF,58275.2729861,99,99
484,ZTF_r,P48+ZTF,58219.3823495,99,99
485,ZTF_g,P48+ZTF,58249.3579745,99,99
486,ZTF_g,P48+ZTF,58632.4251389,18.6581162722429,0.019148288798179
487,ZTF_r,P48+ZTF,58326.2733912,99,99
488,ZTF_r,P48+ZTF,58316.2522917,99,99
489,ZTF_g,P48+ZTF,58370.2143981,99,99
490,ZTF_g,P48+ZTF,58618.4412384,19.0865459373828,0.154032500088044
491,ZTF_r,P48+ZTF,58388.1736227,99,99
492,ZTF_r,P48+ZTF,58284.2927546,99,99
493,ZTF_i,P48+ZTF,58331.3281481,99,99
494,ZTF_r,P48+ZTF,58586.4890856,99,99
495,ZTF_g,P48+ZTF,58365.2325347,99,99
496,ZTF_i,P48+ZTF,58344.3261574,99,99
497,ZTF_g,P48+ZTF,58732.1691435,18.5005633384441,0.025002822676226
498,ZTF_r,P48+ZTF,58646.276713,18.3307030090044,0.023907531935878
499,ZTF_g,P48+ZTF,58374.2129977,99,99
500,ZTF_g,P48+ZTF,58377.2070139,99,99
501,ZTF_g,P48+ZTF,58541.4572917,99,99
502,ZTF_i,P48+ZTF,59072.2597917,18.8975110706568,0.039617454685181
503,ZTF_r,P48+ZTF,58328.3332986,99,99
504,ZTF_g,P48+ZTF,58708.1516782,18.1152572046736,0.026714787753411
505,ZTF_g,P48+ZTF,58359.1527083,99,99
506,ZTF_r,P48+ZTF,58303.2989005,99,99
507,ZTF_r,P48+ZTF,58314.1894213,99,99
508,ZTF_g,P48+ZTF,58368.1925579,99,99
509,ZTF_g,P48+ZTF,58685.1688889,18.2569954545286,0.017143081891873
510,ZTF_r,P48+ZTF,58279.2797106,99,99
511,ZTF_r,P48+ZTF,58357.1754977,99,99
512,ZTF_r,P48+ZTF,58255.4584722,99,99
513,ZTF_r,P48+ZTF,58567.5234838,99,99
514,ZTF_g,P48+ZTF,58362.1906944,99,99
515,ZTF_r,P48+ZTF,58378.1447106,99,99
516,ZTF_r,P48+ZTF,58318.2699884,99,99
517,ZTF_r,P48+ZTF,58657.3428588,18.2382663409072,0.016323921030139
518,ZTF_g,P48+ZTF,58747.130544,18.6378140033455,0.021911077632142
519,ZTF_r,P48+ZTF,58675.2328588,18.0981965967181,0.016362518367052
520,ZTF_g,P48+ZTF,58690.1909954,18.243435111777,0.011948655329853
521,ZTF_g,P48+ZTF,58283.3118981,99,99
522,ZTF_g,P48+ZTF,58733.2087037,18.4986469355038,0.030570449066127
523,ZTF_r,P48+ZTF,58330.3145139,99,99
524,ZTF_r,P48+ZTF,58350.148044,99,99
525,ZTF_i,P48+ZTF,59049.2674769,18.8249238845468,0.028351448543557
526,ZTF_g,P48+ZTF,58276.3792708,99,99
527,ZTF_r,P48+ZTF,58370.1516319,99,99
528,ZTF_r,P48+ZTF,58572.4549653,99,99
529,ZTF_r,P48+ZTF,58321.2120602,99,99
530,ZTF_r,P48+ZTF,58276.3153819,99,99
531,ZTF_g,P48+ZTF,58246.359838,99,99
532,ZTF_r,P48+ZTF,58244.3532292,99,99
533,ZTF_g,P48+ZTF,58276.359213,99,99
534,ZTF_g,P48+ZTF,58304.2285764,99,99
535,ZTF_r,P48+ZTF,58320.2553241,99,99
536,ZTF_g,P48+ZTF,58320.1857986,99,99
537,ZTF_g,P48+ZTF,58327.1879051,99,99
538,ZTF g,P48+ZTF,58210.4283449,99,99
539,ZTF_r,P48+ZTF,58243.3161227,99,99
540,ZTF_g,P48+ZTF,58314.2499306,99,99
541,ZTF_r,P48+ZTF,58618.233912,19.4939354138605,0.093176791367427
542,ZTF_r,P48+ZTF,58605.4197338,20.6439491810824,0.157298345428609
543,ZTF_g,P48+ZTF,58561.4984144,99,99
544,ZTF_g,P48+ZTF,58616.4843866,19.4046478132618,0.044380495250966
545,ZTF_g,P48+ZTF,58259.3961111,99,99
546,ZTF_g,P48+ZTF,58637.4413426,18.5180103302841,0.014512913737578
547,ZTF_r,P48+ZTF,58556.4321644,99,99
548,ZTF_r,P48+ZTF,58305.3741551,99,99
549,ZTF_r,P48+ZTF,58306.3613426,99,99
550,ZTF_g,P48+ZTF,58589.4232639,99,99
551,ZTF_g,P48+ZTF,58638.3578819,18.5381483142538,0.013941946751056
552,ZTF_g,P48+ZTF,58775.1121528,18.7400065009892,0.028192615966104
553,ZTF_g,P48+ZTF,58697.2055556,18.2206377494232,0.011690001748614
554,ZTF_r,P48+ZTF,58644.2964352,18.3642710635823,0.020756751815038
555,ZTF_r,P48+ZTF,58657.3437731,18.1577044951864,0.018145354409238
556,ZTF_r,P48+ZTF,58568.4855093,99,99
557,ZTF_g,P48+ZTF,58568.420544,99,99
558,ZTF_g,P48+ZTF,58316.3586921,99,99
559,ZTF_g,P48+ZTF,58300.2976042,99,99
560,ZTF_r,P48+ZTF,58257.3772801,99,99
561,ZTF_r,P48+ZTF,58266.3145255,99,99
562,ZTF_r,P48+ZTF,58557.5404861,99,99
563,ZTF_g,P48+ZTF,58307.3172685,99,99
564,ZTF_g,P48+ZTF,58591.2554167,99,99
565,ZTF_g,P48+ZTF,58286.4099884,99,99
566,ZTF_i,P48+ZTF,59084.2153472,19.0602816160679,0.064960963718901
567,ZTF_g,P48+ZTF,58739.1212269,18.5561765309164,0.052383616325053
568,ZTF_g,P48+ZTF,58667.3191319,18.2798758439076,0.011631564187792
569,ZTF_g,P48+ZTF,58580.4417014,99,99
570,ZTF_r,P48+ZTF,58560.4777199,99,99
571,ZTF_i,P48+ZTF,58242.4840856,99,99
572,ZTF_r,P48+ZTF,58700.1740162,18.0184281929209,0.011353158434557
573,ZTF_g,P48+ZTF,58708.171956,18.2310247591864,0.024658295075338
574,ZTF_r,P48+ZTF,58597.3833912,99,99
575,ZTF_g,P48+ZTF,58288.3802199,99,99
576,ZTF_g,P48+ZTF,58229.4815741,99,99
577,ZTF_r,P48+ZTF,58642.2783102,18.3892369781968,0.013089988680725
578,ZTF_g,P48+ZTF,58640.3577546,18.4711747579648,0.014166874422264
579,ZTF_g,P48+ZTF,58617.4429167,19.3985281216448,0.027513362859606
580,ZTF_g,P48+ZTF,58385.1137269,99,99
581,ZTF_g,P48+ZTF,58681.2098727,18.2682429396375,0.034469299568716
582,ZTF_g,P48+ZTF,58645.2484259,18.3670517753493,0.021398676284159
583,ZTF_g,P48+ZTF,58632.3366551,18.6436420848975,0.015585618271669
584,ZTF_i,P48+ZTF,58962.433287,18.585921240758,0.037750671335692
585,ZTF_g,P48+ZTF,58690.276331,18.2293480170381,0.011308999042111
586,ZTF_i,P48+ZTF,59019.2974074,18.8689965786702,0.036543280436455
587,ZTF_r,P48+ZTF,58628.376331,18.7342943004442,0.023784759167726
588,ZTF_i,P48+ZTF,59032.2722222,18.8299108436347,0.04319422939231
589,ZTF_g,P48+ZTF,58574.4146296,99,99
590,ZTF_g,P48+ZTF,58315.3797222,99,99
591,ZTF_r,P48+ZTF,58697.1680324,18.0268562706271,0.010969267462685
592,ZTF_r,P48+ZTF,58257.3748148,99,99
593,ZTF_g,P48+ZTF,58276.3407523,99,99
594,ZTF_r,P48+ZTF,58547.5176968,99,99
595,ZTF_r,P48+ZTF,58599.4242477,99,99
596,ZTF_r,P48+ZTF,58269.3574421,99,99
597,ZTF_r,P48+ZTF,58222.4859722,99,99
598,ZTF_i,P48+ZTF,58568.4670602,99,99
599,ZTF_g,P48+ZTF,58282.3631019,99,99
600,ZTF_r,P48+ZTF,58280.351088,99,99
601,ZTF_g,P48+ZTF,58675.2971644,18.2305380181757,0.019929459760341
602,ZTF_r,P48+ZTF,58294.3092593,99,99
603,ZTF_r,P48+ZTF,58597.4367824,99,99
604,ZTF_g,P48+ZTF,58258.3362963,99,99
605,ZTF_r,P48+ZTF,58639.2975,18.4514088514859,0.017073425045984
606,ZTF_g,P48+ZTF,58743.1448727,18.5987239074846,0.021594255140052
607,ZTF_g,P48+ZTF,58675.3100579,18.294388017452,0.020267951972972
608,ZTF_r,P48+ZTF,58637.315706,18.5079391006105,0.016372629182016
609,ZTF_g,P48+ZTF,58674.1918519,18.2455620759056,0.017659799763845
610,ZTF_r,P48+ZTF,58612.4616551,19.8036910670395,0.042755487143665
611,ZTF_g,P48+ZTF,58647.2163773,18.3696863104871,0.028046229842518
612,ZTF_g,P48+ZTF,58600.3937269,21.3414083254062,0.182775604429015
613,ZTF_r,P48+ZTF,58653.2252894,18.1872605368521,0.022453463912965
614,ZTF_r,P48+ZTF,58560.4768056,99,99
615,ZTF_r,P48+ZTF,58711.2843171,18.0902414515639,0.028622359372918
616,ZTF_r,P48+ZTF,58561.3787384,99,99
617,ZTF_r,P48+ZTF,58290.3245255,99,99
618,ZTF_g,P48+ZTF,58283.2898495,99,99
619,ZTF_i,P48+ZTF,58976.4196528,18.6184067872324,0.061931383772277
620,ZTF_r,P48+ZTF,58354.1909375,99,99
621,ZTF_r,P48+ZTF,58358.2472106,99,99
622,ZTF_g,P48+ZTF,58231.3983449,99,99
623,ZTF_r,P48+ZTF,58378.2130903,99,99
624,ZTF_r,P48+ZTF,58372.1875347,99,99
625,ZTF_g,P48+ZTF,58364.2057407,99,99
626,ZTF_r,P48+ZTF,58482.5619213,99,99
627,ZTF_r,P48+ZTF,58361.2496991,99,99
628,ZTF_g,P48+ZTF,58381.2067361,99,99
629,ZTF_r,P48+ZTF,58359.2697338,99,99
630,ZTF_r,P48+ZTF,58218.4088079,99,99
631,ZTF_g,P48+ZTF,58321.3929282,99,99
632,ZTF_r,P48+ZTF,58320.2756366,99,99
633,ZTF_g,P48+ZTF,58558.4627315,99,99
634,ZTF_r,P48+ZTF,58580.5100231,99,99
635,ZTF_g,P48+ZTF,58383.1847801,99,99
636,ZTF_g,P48+ZTF,58231.4997106,99,99
637,ZTF_g,P48+ZTF,58307.2121296,99,99
638,ZTF_g,P48+ZTF,58699.2025926,18.2227390220701,0.011781106679259
639,ZTF_g,P48+ZTF,58346.1617014,99,99
640,ZTF_r,P48+ZTF,58274.3515509,99,99
641,ZTF_r,P48+ZTF,58672.2290625,18.166790033217,0.01322719097703
642,ZTF_g,P48+ZTF,58750.1359606,18.6343319722291,0.03102631076177
643,ZTF_r,P48+ZTF,58677.236169,18.221317532646,0.025092304288292
644,ZTF_r,P48+ZTF,58674.2284606,18.1630724619024,0.017720399593586
645,ZTF_g,P48+ZTF,58302.2131481,99,99
646,ZTF_r,P48+ZTF,58219.4664468,99,99
647,ZTF_r,P48+ZTF,58792.1100694,18.5386632432876,0.058862761741294
648,ZTF_g,P48+ZTF,58616.4565741,19.4333909385548,0.030832559279692
649,ZTF_r,P48+ZTF,58316.2240972,99,99
650,ZTF_r,P48+ZTF,58327.2944444,99,99
651,ZTF_r,P48+ZTF,58218.4304167,99,99
652,ZTF_r,P48+ZTF,58249.4205671,99,99
653,ZTF_r,P48+ZTF,58674.2112037,18.1715354770343,0.021613202317651
654,ZTF_r,P48+ZTF,58582.4223727,99,99
655,ZTF_g,P48+ZTF,58693.2370139,18.2372598072442,0.014472584723099
656,ZTF_r,P48+ZTF,58365.1516898,99,99
657,ZTF_r,P48+ZTF,58218.4699306,99,99
658,ZTF_r,P48+ZTF,58222.4321759,99,99
659,ZTF_r,P48+ZTF,58591.4606829,99,99
660,ZTF_i,P48+ZTF,58261.2774421,99,99
661,ZTF_r,P48+ZTF,58641.3335995,18.3943781245229,0.011407746787872
662,ZTF_r,P48+ZTF,58732.2116898,18.2335211435729,0.027741176855806
663,ZTF_g,P48+ZTF,58686.2856366,18.2828448924922,0.016319366610231
664,ZTF_i,P48+ZTF,59024.3198843,18.7460199372943,0.044860077474025
665,ZTF_g,P48+ZTF,58639.4554977,18.4864094175143,0.012697173257281
666,ZTF_r,P48+ZTF,58368.1488542,99,99
667,ZTF_r,P48+ZTF,58661.3060995,18.1670471767743,0.012375768275955
668,ZTF_r,P48+ZTF,58616.3771065,19.3508019632495,0.036844495679115
669,ZTF_g,P48+ZTF,58711.2402199,18.2553137417567,0.028346345898656
670,ZTF_g,P48+ZTF,58290.2349884,99,99
671,ZTF_g,P48+ZTF,58235.3805093,99,99
672,ZTF_g,P48+ZTF,58336.2434491,99,99
673,ZTF_r,P48+ZTF,58600.4695833,21.1374673818985,0.166112300640484
674,ZTF_r,P48+ZTF,58598.4882986,99,99
675,ZTF_g,P48+ZTF,58557.4841319,99,99
676,ZTF_r,P48+ZTF,58263.3575347,99,99
677,ZTF_g,P48+ZTF,58375.2367593,99,99
678,ZTF_i,P48+ZTF,58671.1821412,17.9773877310927,0.018687381323453
679,ZTF_g,P48+ZTF,58387.205544,99,99
680,ZTF_r,P48+ZTF,58364.1338194,99,99
681,ZTF_g,P48+ZTF,58230.3769213,99,99
682,ZTF_r,P48+ZTF,58569.465706,99,99
683,ZTF_g,P48+ZTF,58286.2682639,99,99
684,ZTF_g,P48+ZTF,58244.2747685,99,99
685,ZTF_g,P48+ZTF,58383.2059375,99,99
686,ZTF_g,P48+ZTF,58547.3816667,99,99
687,ZTF_r,P48+ZTF,58369.1736458,99,99
688,ZTF_r,P48+ZTF,58287.2736574,99,99
689,ZTF_r,P48+ZTF,58608.3406019,20.0695524602072,0.111703394915653
690,ZTF_g,P48+ZTF,58359.1517824,99,99
691,ZTF_r,P48+ZTF,58644.2768056,18.3053970125113,0.015964590600888
692,ZTF_g,P48+ZTF,58685.2061921,18.2805895313869,0.012273645968899
693,ZTF_r,P48+ZTF,58286.3168056,99,99
694,ZTF_g,P48+ZTF,58632.4390046,18.7573993044963,0.023791789588901
695,ZTF_g,P48+ZTF,58597.4638773,99,99
696,ZTF_r,P48+ZTF,58263.3986458,99,99
697,ZTF_i,P48+ZTF,59076.2272917,18.889988799136,0.039659953908484
698,ZTF_r,P48+ZTF,58287.3173611,99,99
699,ZTF_r,P48+ZTF,58262.3319097,99,99
700,ZTF_r,P48+ZTF,58350.1711111,99,99
701,ZTF_g,P48+ZTF,58281.2723032,99,99
702,ZTF_g,P48+ZTF,58236.4003704,99,99
703,ZTF_g,P48+ZTF,58365.2564236,99,99
704,ZTF_r,P48+ZTF,58675.2452778,18.1559053591401,0.018037921312119
705,ZTF_r,P48+ZTF,58372.1306134,99,99
706,ZTF_r,P48+ZTF,58255.3162037,99,99
707,ZTF_g,P48+ZTF,58367.2141204,99,99
708,ZTF_r,P48+ZTF,58226.4583565,99,99
709,ZTF_g,P48+ZTF,58349.1890625,99,99
710,ZTF_r,P48+ZTF,58217.470625,99,99
711,ZTF_r,P48+ZTF,58244.3710417,99,99
712,ZTF_g,P48+ZTF,58299.1888773,99,99
713,ZTF_g,P48+ZTF,58287.2481829,99,99
714,ZTF_r,P48+ZTF,58381.1501968,99,99
715,ZTF_r,P48+ZTF,58222.4303241,99,99
716,ZTF g,P48+ZTF,58210.4051736,99,99
717,ZTF_g,P48+ZTF,58291.3373958,99,99
718,ZTF_r,P48+ZTF,58231.3584028,99,99
719,ZTF_g,P48+ZTF,58247.3627315,99,99
720,ZTF_r,P48+ZTF,58287.2946759,99,99
721,ZTF_r,P48+ZTF,58230.4216551,99,99
722,ZTF_g,P48+ZTF,58236.4396991,99,99
723,ZTF_r,P48+ZTF,58360.266169,99,99
724,ZTF_r,P48+ZTF,58301.3515741,99,99
725,ZTF_g,P48+ZTF,58371.2340625,99,99
726,ZTF_g,P48+ZTF,58349.1687037,99,99
727,ZTF_r,P48+ZTF,58361.1371181,99,99
728,ZTF_r,P48+ZTF,58377.1711111,99,99
729,ZTF_r,P48+ZTF,58373.1874306,99,99
730,ZTF_r,P48+ZTF,58227.3984028,99,99
731,ZTF_g,P48+ZTF,58235.4821759,99,99
732,ZTF_g,P48+ZTF,58322.188588,99,99
733,ZTF_r,P48+ZTF,58219.4475347,99,99
734,ZTF_g,P48+ZTF,58367.2476157,99,99
735,ZTF_r,P48+ZTF,58349.2695139,99,99
736,ZTF_r,P48+ZTF,58322.2747454,99,99
737,ZTF_r,P48+ZTF,58252.3771875,99,99
738,ZTF_r,P48+ZTF,58332.2964931,99,99
739,ZTF_r,P48+ZTF,58303.3155671,99,99
740,ZTF_i,P48+ZTF,58379.1446181,99,99
741,ZTF_g,P48+ZTF,58298.2112731,99,99
742,ZTF_r,P48+ZTF,58353.274375,99,99
743,ZTF_r,P48+ZTF,58364.1727546,99,99
744,ZTF g,P48+ZTF,58211.5184606,99,99
745,ZTF g,P48+ZTF,58209.4660417,99,99
746,ZTF_i,P48+ZTF,58254.3776273,99,99
747,ZTF g,P48+ZTF,58211.4675,99,99
748,ZTF_r,P48+ZTF,58222.4493056,99,99
749,ZTF_g,P48+ZTF,58227.3562384,99,99
750,ZTF_r,P48+ZTF,58246.3998495,99,99
751,ZTF_g,P48+ZTF,58293.341875,99,99
752,ZTF_r,P48+ZTF,58382.1492014,99,99
753,ZTF_r,P48+ZTF,58482.571956,99,99
754,ZTF_r,P48+ZTF,58280.3104282,99,99
755,ZTF_r,P48+ZTF,58353.1915278,99,99
756,ZTF_r,P48+ZTF,58330.3154282,99,99
757,ZTF_r,P48+ZTF,58575.4401389,99,99
758,ZTF_r,P48+ZTF,58668.3209722,18.1409799426759,0.012211104855613
759,ZTF_g,P48+ZTF,58716.2646412,18.2639999559477,0.029906749908043
760,ZTF_r,P48+ZTF,58632.3005787,18.6799012358973,0.021739860625333
761,ZTF_r,P48+ZTF,58300.3543866,99,99
762,ZTF_r,P48+ZTF,58388.1927315,99,99
763,ZTF_g,P48+ZTF,58331.2339583,99,99
764,ZTF_g,P48+ZTF,58389.1790972,99,99
765,ZTF_g,P48+ZTF,58388.1116667,99,99
766,ZTF_g,P48+ZTF,58387.1841551,99,99
767,ZTF_g,P48+ZTF,58385.1659838,99,99
768,ZTF_r,P48+ZTF,58634.3540625,18.6534400048146,0.017745449426375
769,ZTF_g,P48+ZTF,58284.3779977,99,99
770,ZTF_g,P48+ZTF,58352.1480671,99,99
771,ZTF_r,P48+ZTF,58224.4296759,99,99
772,ZTF_r,P48+ZTF,58731.1525579,99,99
773,ZTF_r,P48+ZTF,58277.4116898,99,99
774,ZTF_r,P48+ZTF,58526.5272569,99,99
775,ZTF_i,P48+ZTF,58320.2487153,99,99
776,ZTF_r,P48+ZTF,58301.3602546,99,99
777,ZTF_r,P48+ZTF,58349.2737384,99,99
778,ZTF_g,P48+ZTF,58588.4785069,99,99
779,ZTF_r,P48+ZTF,58586.3741898,99,99
780,ZTF_r,P48+ZTF,58321.211088,99,99
781,ZTF_r,P48+ZTF,58291.2973727,99,99
782,ZTF_r,P48+ZTF,58330.3110764,99,99
783,ZTF_i,P48+ZTF,58543.5547569,99,99
784,ZTF_g,P48+ZTF,58543.525706,99,99
785,ZTF_g,P48+ZTF,58588.4818519,99,99
786,ZTF_g,P48+ZTF,58254.4582523,99,99
787,ZTF_r,P48+ZTF,58302.3168634,99,99
788,ZTF_i,P48+ZTF,58636.2983333,18.4776226322694,0.026097751420051
789,ZTF_g,P48+ZTF,58573.3790856,99,99
790,ZTF_r,P48+ZTF,58580.4637616,99,99
791,ZTF_g,P48+ZTF,58712.1475463,18.2283673037224,0.020015443713199
792,ZTF_r,P48+ZTF,58372.1633102,99,99
793,ZTF_g,P48+ZTF,58370.187037,99,99
794,ZTF_g,P48+ZTF,58367.2603356,99,99
795,ZTF_r,P48+ZTF,58617.3378704,19.1984335255116,0.042395608581534
796,ZTF_r,P48+ZTF,58307.360706,99,99
797,ZTF_r,P48+ZTF,58357.2458333,99,99
798,ZTF_g,P48+ZTF,58246.3148727,99,99
799,ZTF_g,P48+ZTF,58694.2278125,18.2447249864128,0.011197850243802
800,ZTF_r,P48+ZTF,58643.2948032,18.3485545115515,0.019901198996695
801,ZTF_g,P48+ZTF,58591.4860995,99,99
802,ZTF_r,P48+ZTF,58296.2716435,99,99
803,ZTF_g,P48+ZTF,58288.371412,99,99
804,ZTF_r,P48+ZTF,58262.3566319,99,99
805,ZTF g,P48+ZTF,58209.4860995,99,99
806,ZTF_r,P48+ZTF,58642.2711111,18.4171272558733,0.01355657894116
807,ZTF_g,P48+ZTF,58305.2964468,99,99
808,ZTF_g,P48+ZTF,58740.145706,18.5288777958286,0.047324290255199
809,ZTF_i,P48+ZTF,58282.1729861,99,99
810,ZTF_i,P48+ZTF,58366.2812731,99,99
811,ZTF_g,P48+ZTF,58273.289919,99,99
812,ZTF_r,P48+ZTF,58262.3367361,99,99
813,ZTF_g,P48+ZTF,58650.2134028,18.3348439387014,0.038469412482151
814,ZTF_g,P48+ZTF,58743.1219097,18.5562316032703,0.023855120016355
815,ZTF_g,P48+ZTF,58741.1218519,18.5726559335644,0.034636004157363
816,ZTF_g,P48+ZTF,58608.3175116,20.1918295624513,0.087119819084955
817,ZTF_g,P48+ZTF,58672.3310069,18.3007656555387,0.011133186731365
818,ZTF_i,P48+ZTF,58980.3760185,18.6403427005491,0.041898149048625
819,ZTF_r,P48+ZTF,58332.253206,99,99
820,ZTF_g,P48+ZTF,58374.1919444,99,99
821,ZTF_r,P48+ZTF,58315.2344213,99,99
822,ZTF_r,P48+ZTF,58299.3542477,99,99
823,ZTF_r,P48+ZTF,58681.2686806,18.1116567865185,0.026885799012933
824,ZTF_r,P48+ZTF,58635.2856944,18.574868638932,0.013874798603521
825,ZTF_g,P48+ZTF,58732.1479745,18.4995375753058,0.024854460405835
826,ZTF_g,P48+ZTF,58607.4359954,20.2607067104819,0.0626808308153
827,ZTF_g,P48+ZTF,58718.1753241,18.259809243743,0.012723617045735
