,band,instrument,mjd,magpsf,sigmamagpsf
828,ZTF_g,P48+ZTF,58308.3816088,99,99
829,ZTF_g,P48+ZTF,58364.2360185,99,99
830,ZTF_r,P48+ZTF,58384.173206,99,99
831,ZTF_g,P48+ZTF,58232.4619097,99,99
832,ZTF_g,P48+ZTF,58547.4036458,99,99
833,ZTF_g,P48+ZTF,58389.1938426,99,99
834,ZTF_g,P48+ZTF,58729.1333218,18.4900950292939,0.079965575080658
835,ZTF_r,P48+ZTF,58617.3178704,19.2296751752466,0.042093357973591
836,ZTF_r,P48+ZTF,58283.3379398,99,99
837,ZTF_r,P48+ZTF,58583.4848148,99,99
838,ZTF_g,P48+ZTF,58644.2139931,18.4373087462209,0.018800451582792
839,ZTF_r,P48+ZTF,58608.3577431,19.9804127094561,0.101026433274564
840,ZTF_g,P48+ZTF,58725.1723264,18.3941620096483,0.020792109243709
841,ZTF_g,P48+ZTF,58785.1150116,18.756471385671,0.039370918735313
842,ZTF_r,P48+ZTF,58661.3159028,18.2084489198229,0.012230865388317
843,ZTF_r,P48+ZTF,58638.2892014,18.4757082004784,0.015587161058508
844,ZTF_i,P48+ZTF,58627.453912,18.8489398566239,0.038525194694618
845,ZTF_r,P48+ZTF,58367.1724884,99,99
846,ZTF_r,P48+ZTF,58742.1204514,18.2068221369953,0.041640762813162
847,ZTF_r,P48+ZTF,58293.2724421,99,99
848,ZTF_g,P48+ZTF,58795.1097917,18.7682626791894,0.086547992880007
849,ZTF_r,P48+ZTF,58332.2892245,99,99
850,ZTF_g,P48+ZTF,58298.2480903,99,99
851,ZTF_r,P48+ZTF,58281.3158333,99,99
852,ZTF_g,P48+ZTF,58738.1211806,18.5750126303697,0.057784088643837
853,ZTF_r,P48+ZTF,58632.3305208,18.6667781812429,0.02113239274314
854,ZTF_g,P48+ZTF,58556.4832176,99,99
855,ZTF_r,P48+ZTF,58331.2106134,99,99
856,ZTF_i,P48+ZTF,58288.175544,99,99
857,ZTF_r,P48+ZTF,58229.4205787,99,99
858,ZTF_i,P48+ZTF,58747.1125694,18.1073002849148,0.056933594010201
859,ZTF_g,P48+ZTF,58372.234537,99,99
860,ZTF_r,P48+ZTF,58608.3795718,20.192786800817,0.154460602652167
861,ZTF_r,P48+ZTF,58357.2662963,99,99
862,ZTF_g,P48+ZTF,58255.3580208,99,99
863,ZTF_g,P48+ZTF,58724.1846528,18.3800702983524,0.012679244784397
864,ZTF_r,P48+ZTF,58639.3164583,18.4265851729888,0.019569335728638
865,ZTF_i,P48+ZTF,58308.1844213,99,99
866,ZTF_g,P48+ZTF,58714.149838,18.2318579037727,0.018617597785455
867,ZTF_r,P48+ZTF,58655.2106597,18.2945136445183,0.020026325832669
868,ZTF_g,P48+ZTF,58388.1434028,99,99
869,ZTF_r,P48+ZTF,58586.4899884,99,99
870,ZTF_r,P48+ZTF,58274.2946296,99,99
871,ZTF_g,P48+ZTF,58586.4185995,99,99
872,ZTF_g,P48+ZTF,58635.4209838,18.5886380847353,0.013315259323633
873,ZTF_r,P48+ZTF,58331.1900926,99,99
874,ZTF_g,P48+ZTF,58492.549375,99,99
875,ZTF_g,P48+ZTF,58718.2672106,18.2522687283554,0.013714994654381
876,ZTF_r,P48+ZTF,58702.1704051,18.0683910698139,0.079289499425644
877,ZTF_r,P48+ZTF,58619.3503935,19.1587712003273,0.104550659928347
878,ZTF_g,P48+ZTF,58682.1926852,18.2981659508797,0.024225742356082
879,ZTF_r,P48+ZTF,58284.2758449,99,99
880,ZTF_r,P48+ZTF,58216.3834838,99,99
881,ZTF_r,P48+ZTF,58481.5467593,99,99
882,ZTF_i,P48+ZTF,58232.3393634,99,99
883,ZTF_g,P48+ZTF,58685.291412,18.2443397049521,0.01883976669646
884,ZTF_r,P48+ZTF,58628.3596065,18.7583367630072,0.024047225405463
885,ZTF_r,P48+ZTF,58654.3585417,18.2789472850248,0.026980685482548
886,ZTF_r,P48+ZTF,58330.3373495,99,99
887,ZTF_r,P48+ZTF,58313.2096412,99,99
888,ZTF_g,P48+ZTF,58778.1221644,18.8032155202311,0.040766121795067
889,ZTF_i,P48+ZTF,58591.3207407,99,99
890,ZTF_g,P48+ZTF,58737.1303819,18.5591862721456,0.039265717305208
891,ZTF_g,P48+ZTF,58300.2119792,99,99
892,ZTF_r,P48+ZTF,58586.3792477,99,99
893,ZTF_r,P48+ZTF,58381.1460301,99,99
894,ZTF_g,P48+ZTF,58373.2166204,99,99
895,ZTF_g,P48+ZTF,58556.4784838,99,99
896,ZTF g,P48+ZTF,58210.4866204,99,99
897,ZTF_g,P48+ZTF,58231.3783565,99,99
898,ZTF_g,P48+ZTF,58684.2111806,18.2977384159427,0.013867595381219
899,ZTF_i,P48+ZTF,58997.3164583,18.6197247346215,0.03009481944109
900,ZTF_g,P48+ZTF,58686.2085648,18.2492745507354,0.010496929925034
901,ZTF_g,P48+ZTF,58370.1937384,99,99
902,ZTF_r,P48+ZTF,58607.3615509,20.1463187595633,0.062394250569195
903,ZTF_i,P48+ZTF,58971.4614815,18.6642851394753,0.031059408324391
904,ZTF_g,P48+ZTF,58350.2536921,99,99
905,ZTF_r,P48+ZTF,58672.2065278,18.1402797163148,0.013010457038406
906,ZTF_r,P48+ZTF,58618.3566898,19.2508636388374,0.054436323884411
907,ZTF_g,P48+ZTF,58382.169838,99,99
908,ZTF_g,P48+ZTF,58698.1931134,18.1922807532992,0.016036846287543
909,ZTF_i,P48+ZTF,58733.1451736,18.0389857644243,0.020305522798341
910,ZTF_g,P48+ZTF,58605.4842593,20.4248741701052,0.10180205805442
911,ZTF_g,P48+ZTF,58732.1433449,18.4333402870811,0.022779099887689
912,ZTF_r,P48+ZTF,58685.3234144,18.1088670385155,0.016753560023807
913,ZTF_g,P48+ZTF,58369.2523495,99,99
914,ZTF_r,P48+ZTF,58384.1371644,99,99
915,ZTF_r,P48+ZTF,58358.2277778,99,99
916,ZTF_g,P48+ZTF,58654.2979167,18.3097667547171,0.032917556934755
917,ZTF_g,P48+ZTF,58374.1928588,99,99
918,ZTF_g,P48+ZTF,58351.2531366,99,99
919,ZTF_g,P48+ZTF,58371.2264468,99,99
920,ZTF_g,P48+ZTF,58377.2128935,99,99
921,ZTF_r,P48+ZTF,58729.1888542,99,99
922,ZTF_g,P48+ZTF,58598.4435764,99,99
923,ZTF_r,P48+ZTF,58365.1531713,99,99
924,ZTF_r,P48+ZTF,58670.3125926,18.1738533939972,0.012027443098245
925,ZTF_r,P48+ZTF,58698.1588773,18.0722261795877,0.0370940589389
926,ZTF_g,P48+ZTF,58349.1677778,99,99
927,ZTF g,P48+ZTF,58211.4474421,99,99
928,ZTF_g,P48+ZTF,58311.2546875,99,99
929,ZTF_g,P48+ZTF,58583.4003009,99,99
930,ZTF_r,P48+ZTF,58321.2311458,99,99
931,ZTF_r,P48+ZTF,58574.4248727,99,99
932,ZTF_r,P48+ZTF,58327.3160417,99,99
933,ZTF_g,P48+ZTF,58670.282338,18.3025961743937,0.012146220502495
934,ZTF_r,P48+ZTF,58647.2741319,18.2776783976988,0.023951811543391
935,ZTF_g,P48+ZTF,58561.5040394,99,99
936,ZTF_g,P48+ZTF,58361.1928125,99,99
937,ZTF_r,P48+ZTF,58364.1618171,99,99
938,ZTF_r,P48+ZTF,58482.5670949,99,99
939,ZTF g,P48+ZTF,58210.4640972,99,99
940,ZTF_r,P48+ZTF,58627.3956019,18.758213711682,0.025466495471503
941,ZTF_r,P48+ZTF,58691.1911343,18.0816444259701,0.011743757612033
942,ZTF_r,P48+ZTF,58311.228831,99,99
943,ZTF_g,P48+ZTF,58728.1513079,18.4499688255368,0.015597371135664
944,ZTF_r,P48+ZTF,58588.4417477,99,99
945,ZTF_r,P48+ZTF,58359.2119329,99,99
946,ZTF_r,P48+ZTF,58243.3170602,99,99
947,ZTF_g,P48+ZTF,58587.4609954,99,99
948,ZTF_r,P48+ZTF,58541.5443519,99,99
949,ZTF_g,P48+ZTF,58387.224213,99,99
950,ZTF_r,P48+ZTF,58386.1958102,99,99
951,ZTF_r,P48+ZTF,58291.3304282,99,99
952,ZTF_g,P48+ZTF,58284.3619792,99,99
953,ZTF_g,P48+ZTF,58798.0992477,18.8757757905279,0.127881095640749
954,ZTF_g,P48+ZTF,58573.4827894,99,99
955,ZTF_r,P48+ZTF,58318.2690625,99,99
956,ZTF_g,P48+ZTF,58323.2875926,99,99
957,ZTF_g,P48+ZTF,58366.2117593,99,99
958,ZTF_g,P48+ZTF,58228.4996296,99,99
959,ZTF_g,P48+ZTF,58641.2121528,18.469652927665,0.017898999595581
960,ZTF_g,P48+ZTF,58635.4428125,18.610593266542,0.015301147208114
961,ZTF_r,P48+ZTF,58373.1660185,99,99
962,ZTF_g,P48+ZTF,58713.1482986,99,99
963,ZTF_r,P48+ZTF,58359.2128704,99,99
964,ZTF_g,P48+ZTF,58351.2495023,99,99
965,ZTF_r,P48+ZTF,58377.1495255,99,99
966,ZTF_r,P48+ZTF,58351.2080671,99,99
967,ZTF_g,P48+ZTF,58647.3704861,18.3389212750112,0.022400390397013
968,ZTF_g,P48+ZTF,58643.353287,18.4630892632516,0.014934690985475
969,ZTF_g,P48+ZTF,58708.1728819,18.1444502155761,0.026221469295469
970,ZTF_g,P48+ZTF,58608.4022685,20.2438475736666,0.084907338811121
971,ZTF_g,P48+ZTF,58681.1906944,18.292590839417,0.036956056842395
972,ZTF_r,P48+ZTF,58387.1246065,99,99
973,ZTF_r,P48+ZTF,58356.2107292,99,99
974,ZTF_g,P48+ZTF,58368.2277662,99,99
975,ZTF_g,P48+ZTF,58372.225,99,99
976,ZTF_g,P48+ZTF,58681.1865394,18.3207416254909,0.034768364061329
977,ZTF_r,P48+ZTF,58696.3477778,18.0695663998717,0.013588494589818
978,ZTF_r,P48+ZTF,58389.215706,99,99
979,ZTF_g,P48+ZTF,58639.4313542,18.4958763177913,0.012868072399985
980,ZTF_g,P48+ZTF,58388.1505787,99,99
981,ZTF_r,P48+ZTF,58737.1868287,18.3322716431834,0.036476411249681
982,ZTF_i,P48+ZTF,58685.3056481,17.9397334625234,0.020322410807056
983,ZTF_g,P48+ZTF,58607.4166204,20.3071811423881,0.069980608871082
984,ZTF_i,P48+ZTF,58605.465625,99,99
985,ZTF_r,P48+ZTF,58643.2557639,18.3455629179219,0.01625422241258
986,ZTF_g,P48+ZTF,58380.1167361,99,99
987,ZTF_g,P48+ZTF,58771.1101736,18.7153766581937,0.057252112732705
988,ZTF_r,P48+ZTF,58358.2068403,99,99
989,ZTF_r,P48+ZTF,58369.1637731,99,99
990,ZTF_r,P48+ZTF,58389.1241088,99,99
991,ZTF_r,P48+ZTF,58647.2750347,18.2556814153722,0.020185720936081
992,ZTF_g,P48+ZTF,58674.3544676,18.2689281053403,0.012652105691576
993,ZTF_g,P48+ZTF,58366.2344213,99,99
994,ZTF_g,P48+ZTF,58352.1702778,99,99
995,ZTF_r,P48+ZTF,58368.1879282,99,99
996,ZTF_g,P48+ZTF,58713.2279167,18.5437541442331,0.186180142988486
997,ZTF_g,P48+ZTF,58734.1871296,18.5839359493501,0.043051463353782
998,ZTF_r,P48+ZTF,58365.1329282,99,99
999,ZTF_r,P48+ZTF,58643.2781019,18.3413985790437,0.01801593462059
1000,ZTF_g,P48+ZTF,58586.4575347,99,99
1001,ZTF_g,P48+ZTF,58314.3365509,99,99
1002,ZTF_i,P48+ZTF,58246.2759259,99,99
1003,ZTF_i,P48+ZTF,58581.5051273,99,99
1004,ZTF_g,P48+ZTF,59000.2510069,99,99
1005,ZTF_r,P48+ZTF,58322.27125,99,99
1006,ZTF_r,P48+ZTF,58283.3170833,99,99
1007,ZTF_r,P48+ZTF,58319.2519329,99,99
1008,ZTF_g,P48+ZTF,58672.3012847,18.2785191752314,0.009950512814951
1009,ZTF_r,P48+ZTF,58589.3399769,99,99
1010,ZTF_g,P48+ZTF,58597.4800231,99,99
1011,ZTF_r,P48+ZTF,58300.3327662,99,99
1012,ZTF_g,P48+ZTF,58280.2898958,99,99
1013,ZTF_g,P48+ZTF,58592.497419,99,99
1014,ZTF_g,P48+ZTF,58598.4572801,99,99
1015,ZTF_i,P48+ZTF,58572.4001273,99,99
1016,ZTF_r,P48+ZTF,58575.4410532,99,99
1017,ZTF_g,P48+ZTF,58581.4814699,99,99
1018,ZTF_g,P48+ZTF,58290.2107407,99,99
1019,ZTF_r,P48+ZTF,58314.2290162,99,99
1020,ZTF_r,P48+ZTF,58216.3702199,99,99
1021,ZTF_r,P48+ZTF,58290.3372917,99,99
1022,ZTF_i,P48+ZTF,58294.3372569,99,99
1023,ZTF_r,P48+ZTF,58577.4323148,99,99
1024,ZTF_r,P48+ZTF,58222.5090972,99,99
1025,ZTF_g,P48+ZTF,58252.4559375,99,99
1026,ZTF_g,P48+ZTF,58228.461794,99,99
1027,ZTF_g,P48+ZTF,58324.2950463,99,99
1028,ZTF_r,P48+ZTF,58255.3322454,99,99
1029,ZTF_g,P48+ZTF,58600.3997106,21.4072711792216,0.183018218899339
1030,ZTF_r,P48+ZTF,58256.4412731,99,99
1031,ZTF_r,P48+ZTF,58229.4215162,99,99
1032,ZTF_g,P48+ZTF,58305.2123148,99,99
1033,ZTF_g,P48+ZTF,58277.3378356,99,99
1034,ZTF_g,P48+ZTF,58330.2083796,99,99
1035,ZTF_g,P48+ZTF,58586.4771181,99,99
1036,ZTF_r,P48+ZTF,58588.4144213,99,99
1037,ZTF_r,P48+ZTF,58558.5053704,99,99
1038,ZTF_g,P48+ZTF,58556.4841319,99,99
1039,ZTF_r,P48+ZTF,58272.2738542,99,99
1040,ZTF_r,P48+ZTF,58307.1937731,99,99
1041,ZTF_g,P48+ZTF,58506.5279861,99,99
1042,ZTF_r,P48+ZTF,58374.1284491,99,99
1043,ZTF_r,P48+ZTF,58592.338287,99,99
1044,ZTF_r,P48+ZTF,58249.4170833,99,99
1045,ZTF_g,P48+ZTF,58312.3262731,99,99
1046,ZTF_g,P48+ZTF,58252.4244213,99,99
1047,ZTF g,P48+ZTF,58210.3637037,99,99
1048,ZTF g,P48+ZTF,58211.4831366,99,99
1049,ZTF_r,P48+ZTF,58219.4262384,99,99
1050,ZTF_g,P48+ZTF,58312.3371065,99,99
1051,ZTF_g,P48+ZTF,58582.4843287,99,99
1052,ZTF_r,P48+ZTF,58592.3800231,99,99
1053,ZTF_g,P48+ZTF,58557.5035764,99,99
1054,ZTF_g,P48+ZTF,58580.5230671,99,99
1055,ZTF_r,P48+ZTF,58585.4023727,99,99
1056,ZTF_g,P48+ZTF,58280.270706,99,99
1057,ZTF_r,P48+ZTF,58592.3809375,99,99
1058,ZTF_g,P48+ZTF,58302.2103241,99,99
1059,ZTF_g,P48+ZTF,58526.5493287,99,99
1060,ZTF_r,P48+ZTF,58273.3540162,99,99
1061,ZTF_r,P48+ZTF,58315.338588,99,99
1062,ZTF_r,P48+ZTF,58246.4196065,99,99
1063,ZTF_g,P48+ZTF,58712.1903935,18.1968875168768,0.02801380009141
1064,ZTF_g,P48+ZTF,58350.2723727,99,99
1065,ZTF_r,P48+ZTF,58298.3167593,99,99
1066,ZTF_g,P48+ZTF,58673.3193981,18.2783420961429,0.012081064479005
1067,ZTF_g,P48+ZTF,58644.3404167,18.3847153191111,0.014283189949927
1068,ZTF_r,P48+ZTF,58355.2331597,99,99
1069,ZTF_r,P48+ZTF,58386.2327778,99,99
1070,ZTF_r,P48+ZTF,58728.205162,18.1471189658477,0.015318206578857
1071,ZTF_i,P48+ZTF,59067.2321065,19.0271377205493,0.05127855886118
1072,ZTF_r,P48+ZTF,58378.1154861,99,99
1073,ZTF_r,P48+ZTF,58655.1927546,18.2458393319842,0.016468523037486
1074,ZTF_g,P48+ZTF,58644.341331,18.3698144012255,0.014701941809567
1075,ZTF_g,P48+ZTF,58278.3932292,99,99
1076,ZTF_r,P48+ZTF,58319.2491204,99,99
1077,ZTF_g,P48+ZTF,58308.22875,99,99
1078,ZTF_g,P48+ZTF,58331.2904861,99,99
1079,ZTF_g,P48+ZTF,58568.4010417,99,99
1080,ZTF_r,P48+ZTF,58584.3905556,99,99
1081,ZTF_g,P48+ZTF,58671.2839005,18.2787630787698,0.012585141733241
1082,ZTF_g,P48+ZTF,58711.2210532,18.2088144204036,0.02532358552418
1083,ZTF_r,P48+ZTF,58356.2125694,99,99
1084,ZTF_r,P48+ZTF,58319.2779745,99,99
1085,ZTF_g,P48+ZTF,58371.2058912,99,99
1086,ZTF_r,P48+ZTF,58353.1659028,99,99
1087,ZTF_r,P48+ZTF,58371.1336343,99,99
1088,ZTF_r,P48+ZTF,58577.4073958,99,99
1089,ZTF_r,P48+ZTF,58703.1685532,18.1491941185322,0.031058114973675
1090,ZTF_g,P48+ZTF,58618.4196181,19.0902815379006,0.092122523119228
1091,ZTF_g,P48+ZTF,58678.2869676,18.3598586112941,0.033283029612294
1092,ZTF_g,P48+ZTF,58693.288044,18.2436364215989,0.013510536623199
1093,ZTF_g,P48+ZTF,58743.1204514,18.5815520768247,0.026114462855426
1094,ZTF_g,P48+ZTF,58635.475162,18.5729396585764,0.028092625898379
1095,ZTF_r,P48+ZTF,58320.3497222,99,99
1096,ZTF_g,P48+ZTF,58716.1855093,18.2607277208478,0.012337067722812
1097,ZTF_r,P48+ZTF,58569.3954282,99,99
1098,ZTF_i,P48+ZTF,58337.1665394,99,99
1099,ZTF_g,P48+ZTF,58323.3946412,99,99
1100,ZTF_r,P48+ZTF,58365.1744213,99,99
1101,ZTF_g,P48+ZTF,58272.3793056,99,99
1102,ZTF_g,P48+ZTF,58384.2161574,99,99
1103,ZTF_g,P48+ZTF,58740.1226273,18.4804361136248,0.041513660306314
1104,ZTF_g,P48+ZTF,58655.2727894,18.3631303351386,0.036036760063076
1105,ZTF_r,P48+ZTF,58277.2909491,99,99
1106,ZTF_g,P48+ZTF,58789.1253241,18.9012514636891,0.088724734171948
1107,ZTF_g,P48+ZTF,59001.2521065,99,99
1108,ZTF_r,P48+ZTF,58695.2337731,18.197126173507,0.014431003394102
1109,ZTF_g,P48+ZTF,58373.2342824,99,99
1110,ZTF_i,P48+ZTF,58953.4600694,18.5453057282729,0.045221922189424
1111,ZTF g,P48+ZTF,58211.4005903,99,99
1112,ZTF_g,P48+ZTF,58734.208588,18.5103222071501,0.038582235140392
1113,ZTF_g,P48+ZTF,58592.4983333,99,99
1114,ZTF_g,P48+ZTF,58712.1731019,18.2333407606856,0.022746425843537
1115,ZTF_r,P48+ZTF,58682.2822917,18.1000097214431,0.018051221288841
1116,ZTF_r,P48+ZTF,58257.3160417,99,99
1117,ZTF_g,P48+ZTF,58284.3629051,99,99
1118,ZTF_g,P48+ZTF,58543.5003125,99,99
1119,ZTF_r,P48+ZTF,58733.2480208,18.2796769870825,0.029505210370589
1120,ZTF_r,P48+ZTF,58353.1924537,99,99
1121,ZTF_r,P48+ZTF,58257.3400231,99,99
1122,ZTF_g,P48+ZTF,58368.2336458,99,99
1123,ZTF_i,P48+ZTF,58371.2810995,99,99
1124,ZTF_r,P48+ZTF,58482.5768287,99,99
1125,ZTF_r,P48+ZTF,58573.4351968,99,99
1126,ZTF_r,P48+ZTF,58574.4422917,99,99
1127,ZTF_g,P48+ZTF,58272.2537384,99,99
1128,ZTF_g,P48+ZTF,58369.2175116,99,99
1129,ZTF_g,P48+ZTF,58641.2345023,18.3653219352983,0.030180217402853
1130,ZTF_g,P48+ZTF,58329.163125,99,99
1131,ZTF_r,P48+ZTF,58219.4655093,99,99
1132,ZTF_g,P48+ZTF,58278.3578704,99,99
1133,ZTF_g,P48+ZTF,58234.3362616,99,99
1134,ZTF_g,P48+ZTF,58538.5244907,99,99
1135,ZTF_r,P48+ZTF,58283.3711921,99,99
1136,ZTF_g,P48+ZTF,58235.3986806,99,99
1137,ZTF_g,P48+ZTF,58235.3573958,99,99
1138,ZTF_g,P48+ZTF,58287.3400694,99,99
1139,ZTF_i,P48+ZTF,59063.2108102,18.9556370053239,0.056369871343052
1140,ZTF_g,P48+ZTF,58254.4213542,99,99
1141,ZTF_r,P48+ZTF,58280.3149537,99,99
1142,ZTF_r,P48+ZTF,58329.3175926,99,99
1143,ZTF_r,P48+ZTF,58322.2325463,99,99
1144,ZTF_r,P48+ZTF,58216.4022338,99,99
1145,ZTF_r,P48+ZTF,58252.3747338,99,99
1146,ZTF_g,P48+ZTF,58234.3742014,99,99
1147,ZTF_r,P48+ZTF,58219.4975694,99,99
1148,ZTF_g,P48+ZTF,58343.1836227,99,99
1149,ZTF_r,P48+ZTF,58278.2728472,99,99
1150,ZTF_g,P48+ZTF,58231.4197222,99,99
1151,ZTF_r,P48+ZTF,58218.5037616,99,99
1152,ZTF_g,P48+ZTF,58328.2593287,99,99
1153,ZTF_g,P48+ZTF,58231.4776968,99,99
1154,ZTF_g,P48+ZTF,58237.3190046,99,99
1155,ZTF_g,P48+ZTF,58279.316169,99,99
1156,ZTF_r,P48+ZTF,58216.4228588,99,99
1157,ZTF_r,P48+ZTF,58308.2316204,99,99
1158,ZTF_i,P48+ZTF,58667.1803009,18.0786685001892,0.021755996705262
1159,ZTF_g,P48+ZTF,58230.4009028,99,99
1160,ZTF_g,P48+ZTF,58699.180787,18.1802606000843,0.01334365520993
1161,ZTF_g,P48+ZTF,58617.4201968,19.303510841793,0.035292003288856
1162,ZTF_g,P48+ZTF,58738.1336574,18.5186844719489,0.040684830476781
1163,ZTF_r,P48+ZTF,58591.4409491,99,99
1164,ZTF_r,P48+ZTF,58222.4109491,99,99
1165,ZTF_r,P48+ZTF,58275.3803588,99,99
1166,ZTF_r,P48+ZTF,58598.3698843,99,99
1167,ZTF_g,P48+ZTF,58290.2116667,99,99
1168,ZTF_g,P48+ZTF,58235.4400231,99,99
1169,ZTF_i,P48+ZTF,58966.4845023,18.5225017211443,0.024635809817332
1170,ZTF_r,P48+ZTF,58640.2553935,18.3947508361695,0.014830996618863
1171,ZTF_r,P48+ZTF,58383.1132755,99,99
1172,ZTF_r,P48+ZTF,58346.1830093,99,99
1173,ZTF_g,P48+ZTF,58581.4681713,99,99
1174,ZTF_i,P48+ZTF,58991.3358681,18.6210823221445,0.037911401802175
1175,ZTF_r,P48+ZTF,58278.3147454,99,99
1176,ZTF_r,P48+ZTF,58312.2328588,99,99
1177,ZTF_g,P48+ZTF,58230.4828935,99,99
1178,ZTF_r,P48+ZTF,58646.3086574,18.2639936217687,0.036638925178219
1179,ZTF_g,P48+ZTF,58682.1877662,18.2880136517169,0.020669098641423
1180,ZTF_g,P48+ZTF,58642.4169444,18.4458963058141,0.011142690201972
1181,ZTF_g,P48+ZTF,58288.3538542,99,99
1182,ZTF_g,P48+ZTF,58583.4221528,99,99
1183,ZTF_r,P48+ZTF,58592.3602662,99,99
1184,ZTF_i,P48+ZTF,59088.1908796,18.9741552452085,0.064934253615914
1185,ZTF_g,P48+ZTF,58279.360162,99,99
1186,ZTF_g,P48+ZTF,58284.2528009,99,99
1187,ZTF_g,P48+ZTF,58580.4375347,99,99
1188,ZTF_g,P48+ZTF,58247.3364699,99,99
1189,ZTF_r,P48+ZTF,58308.2325347,99,99
1190,ZTF_r,P48+ZTF,58301.1877894,99,99
1191,ZTF_g,P48+ZTF,58725.165706,18.3724210136864,0.024275876444151
1192,ZTF_i,P48+ZTF,58659.1799653,18.1637860766175,0.025385989723502
1193,ZTF_g,P48+ZTF,58229.4645023,99,99
1194,ZTF_r,P48+ZTF,58373.1421065,99,99
1195,ZTF_r,P48+ZTF,58336.2196412,99,99
1196,ZTF_r,P48+ZTF,58300.354838,99,99
1197,ZTF_g,P48+ZTF,58307.2329167,99,99
1198,ZTF_g,P48+ZTF,58673.3099306,18.3069920811756,0.013542038054957
1199,ZTF_g,P48+ZTF,58682.2109954,18.306638836569,0.024018475371407
1200,ZTF_r,P48+ZTF,58709.2565972,18.011304673813,0.021479977547032
1201,ZTF_r,P48+ZTF,58654.3506366,18.2897893342782,0.030310392196527
1202,ZTF_r,P48+ZTF,58640.2798843,18.4030726156953,0.013700927460892
1203,ZTF_r,P48+ZTF,58588.4358333,99,99
1204,ZTF_r,P48+ZTF,58352.2303472,99,99
1205,ZTF_i,P48+ZTF,58362.2757986,99,99
1206,ZTF_r,P48+ZTF,58274.3329398,99,99
1207,ZTF_r,P48+ZTF,58275.3581134,99,99
1208,ZTF_r,P48+ZTF,58678.2301736,18.1626502287606,0.02296264909149
1209,ZTF_r,P48+ZTF,58728.2348495,18.3013324621313,0.021946606064944
1210,ZTF_g,P48+ZTF,58577.4990046,99,99
1211,ZTF_r,P48+ZTF,58387.1528009,99,99
1212,ZTF_r,P48+ZTF,58291.2728588,99,99
1213,ZTF_g,P48+ZTF,58700.2569907,18.1963980902763,0.01316690365477
1214,ZTF_g,P48+ZTF,58617.4154398,19.3803195779574,0.041107483625453
1215,ZTF_r,P48+ZTF,59001.2934028,19.2848809224395,0.017261569233363
1216,ZTF_r,P48+ZTF,58587.4218634,99,99
1217,ZTF_g,P48+ZTF,58543.5066319,99,99
1218,ZTF_r,P48+ZTF,58305.3532755,99,99
1219,ZTF_r,P48+ZTF,58616.3966204,19.3666089011618,0.032317375284835
1220,ZTF_g,P48+ZTF,58718.1743981,18.2549631082976,0.012049229800918
1221,ZTF_r,P48+ZTF,58638.2681713,18.4901921186013,0.014576722611419
1222,ZTF_r,P48+ZTF,58654.3430324,18.2462245721003,0.022904352034525
1223,ZTF_r,P48+ZTF,58229.4391667,99,99
1224,ZTF_r,P48+ZTF,58686.3058796,18.1209335983053,0.015563915034223
1225,ZTF_r,P48+ZTF,58691.1868519,18.1063119748622,0.010845268304975
1226,ZTF_r,P48+ZTF,58633.3536458,18.6555817220729,0.018890138123576
1227,ZTF_r,P48+ZTF,58574.4616898,99,99
1228,ZTF_r,P48+ZTF,58635.2866088,18.5256392659251,0.013492869288196
